# Logfile created on 2026-03-28 23:20:03 +0100 by logger.rb/v1.5.3
2026-03-28 23:20:03 +0100: Memory Usage (437500K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/top/final_gds.gds
2026-03-28 23:20:03 +0100: Memory Usage (437500K) : Ruby Version for klayout: 3.2.3
2026-03-28 23:20:04 +0100: Memory Usage (461948K) : Loading database to memory is complete.
2026-03-28 23:20:04 +0100: Memory Usage (461948K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/top/drc_run_2026_03_28_22_19_58/final_gds_top_passiv.lyrdb
2026-03-28 23:20:04 +0100: Memory Usage (461948K) : Evaluate switches.
2026-03-28 23:20:04 +0100: Memory Usage (461948K) : tables selected: passiv
2026-03-28 23:20:04 +0100: Memory Usage (461948K) : KLayout will use 32 thread(s) in tiling mode.
2026-03-28 23:20:04 +0100: Memory Usage (461948K) : deep mode is enabled.
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : metal2_drw has 20078 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : metal2_pin has 341 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : metal2_mask has 0 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : metal2_filler has 39163 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : metal2_nofill has 0 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : metal2_slit has 0 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : metal2_text has 338 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : metal2_opc has 0 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : metal2_noqrc has 0 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : metal2_res has 0 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : metal2_iprobe has 0 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : metal2_diffprb has 0 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : baspoly_drw has 0 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : baspoly_pin has 0 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : psd_drw has 12036 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : nldb_drw has 0 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : digibnd_drw has 0 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : via1_drw has 57652 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : backmetal1_drw has 0 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : backmetal1_pin has 0 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : backmetal1_mask has 0 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : backmetal1_filler has 0 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : backmetal1_nofill has 0 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : backmetal1_slit has 0 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : backmetal1_text has 0 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : backmetal1_opc has 0 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : backmetal1_noqrc has 0 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : backmetal1_res has 0 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : backmetal1_iprobe has 0 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : backmetal1_diffprb has 0 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : backpassiv_drw has 0 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : res_drw has 0 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : sram_drw has 0 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : trans_drw has 0 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : ind_drw has 0 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : ind_pin has 0 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : ind_text has 0 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : salblock_drw has 138 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : via2_drw has 80966 polygons
2026-03-28 23:20:06 +0100: Memory Usage (477308K) : metal3_drw has 8644 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : metal3_pin has 438 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : metal3_mask has 0 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : metal3_filler has 18314 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : metal3_nofill has 0 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : metal3_slit has 0 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : metal3_text has 438 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : metal3_opc has 0 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : metal3_noqrc has 0 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : metal3_res has 0 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : metal3_iprobe has 0 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : metal3_diffprb has 0 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : nwell_drw has 6562 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : nwell_pin has 330 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : nbulay_drw has 362 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : nbulay_pin has 0 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : nbulay_block has 0 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : emwind_drw has 0 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : emwind_opc has 0 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : deepco_drw has 0 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : deepco_drw has 0 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : mim_drw has 37 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : edgeseal_drw has 24 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : edgeseal_bound has 1 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : substrate_drw has 793 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : substrate_text has 0 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : dfpad_drw has 20 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : dfpad_pillar has 0 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : dfpad_sbump has 0 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : thickgateox_drw has 136 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : pldb_drw has 0 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : pwell_drw has 0 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : pwell_pin has 0 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : pwell_block has 0 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : ic_drw has 0 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : via3_drw has 57654 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : metal4_drw has 1391 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : metal4_pin has 388 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : metal4_mask has 0 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : metal4_filler has 19813 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : metal4_nofill has 0 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : metal4_slit has 0 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : metal4_text has 388 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : metal4_opc has 0 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : metal4_noqrc has 0 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : metal4_res has 0 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : metal4_iprobe has 0 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : metal4_diffprb has 0 polygons
2026-03-28 23:20:07 +0100: Memory Usage (477308K) : heattrans_drw has 164 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : heatres_drw has 138 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : pempoly_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : fbe_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : empoly_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : ldmos_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : pbiwind_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : digisub_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : nodrc_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : text_drw has 1223 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : via4_drw has 62950 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : metal5_drw has 2215 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : metal5_pin has 384 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : metal5_mask has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : metal5_filler has 19661 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : metal5_nofill has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : metal5_slit has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : metal5_text has 384 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : metal5_opc has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : metal5_noqrc has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : metal5_res has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : metal5_iprobe has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : metal5_diffprb has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : radhard_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : memcap_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : varicap_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : flash_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : intbondvia_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : intbondmet_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : devbondvia_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : devbondmet_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : devtrench_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : redist_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : graphbot_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : graphtop_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : antvia1_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : antmetal2_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : graphcont_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : siwg_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : siwg_filler has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : siwg_nofill has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : sigrating_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : singrating_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : graphpas_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : emwind3_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : emwihv3_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : redbulay_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : smos_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : graphpad_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : polimide_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : polimide_pin has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : recog_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : recog_pin has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : recog_esd has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : recog_diode has 110 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : recog_tsv has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : recog_iprobe has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : recog_diffprb has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : recog_pillar has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : recog_sbump has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : recog_otp has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : recog_pdiode has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : recog_mom has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : recog_pcm has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : colopen_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : graphmetal1_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : graphmetal1_filler has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : graphmetal1_nofill has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : graphmetal1_slit has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : graphmetal1_opc has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : graphmet1l_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : graphmet1l_filler has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : graphmet1l_nofill has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : graphmet1l_slit has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : graphmet1l_opc has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : extblock_drw has 390 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : nldd_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : pldd_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : next_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : pext_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : nexthv_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : pexthv_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : graphgate_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : sinwg_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : sinwg_filler has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : sinwg_nofill has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477308K) : mempad_drw has 0 polygons
2026-03-28 23:20:08 +0100: Memory Usage (477564K) : topvia1_drw has 54193 polygons
2026-03-28 23:20:09 +0100: Memory Usage (477564K) : topmetal1_drw has 1821 polygons
2026-03-28 23:20:09 +0100: Memory Usage (477564K) : topmetal1_pin has 406 polygons
2026-03-28 23:20:09 +0100: Memory Usage (477564K) : topmetal1_mask has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (477692K) : topmetal1_filler has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (477692K) : topmetal1_nofill has 2 polygons
2026-03-28 23:20:09 +0100: Memory Usage (477820K) : topmetal1_slit has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (477820K) : topmetal1_text has 387 polygons
2026-03-28 23:20:09 +0100: Memory Usage (477820K) : topmetal1_noqrc has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (477948K) : topmetal1_res has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (477948K) : topmetal1_iprobe has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478076K) : topmetal1_diffprb has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478076K) : inldpwl_drw has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : polyres_drw has 188 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : polyres_pin has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : vmim_drw has 11225 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : nbulaycut_drw has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : antmetal1_drw has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : topvia2_drw has 32999 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : topmetal2_drw has 658 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : topmetal2_pin has 296 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : topmetal2_mask has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : topmetal2_filler has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : topmetal2_nofill has 2 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : topmetal2_slit has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : topmetal2_text has 289 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : topmetal2_noqrc has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : topmetal2_res has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : topmetal2_iprobe has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : topmetal2_diffprb has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : snsring_drw has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : sensor_drw has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : snsarms_drw has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : snscmosvia_drw has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : colwind_drw has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : flm_drw has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : hafniumox_drw has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : memvia_drw has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : thinfilmres_drw has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : rfmem_drw has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : norcx_drw has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : norcx_m2m3 has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : norcx_m2m4 has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : norcx_m2m5 has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : norcx_m2tm1 has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : norcx_m2tm2 has 0 polygons
2026-03-28 23:20:09 +0100: Memory Usage (478204K) : norcx_m3m4 has 0 polygons
2026-03-28 23:20:10 +0100: Memory Usage (478204K) : norcx_m3m5 has 0 polygons
2026-03-28 23:20:10 +0100: Memory Usage (478204K) : norcx_m3tm1 has 0 polygons
2026-03-28 23:20:10 +0100: Memory Usage (478204K) : norcx_m3tm2 has 0 polygons
2026-03-28 23:20:10 +0100: Memory Usage (478204K) : norcx_m4m5 has 0 polygons
2026-03-28 23:20:10 +0100: Memory Usage (478204K) : norcx_m4tm1 has 0 polygons
2026-03-28 23:20:10 +0100: Memory Usage (478204K) : norcx_m4tm2 has 0 polygons
2026-03-28 23:20:10 +0100: Memory Usage (478204K) : norcx_m5tm1 has 0 polygons
2026-03-28 23:20:10 +0100: Memory Usage (478204K) : norcx_m5tm2 has 0 polygons
2026-03-28 23:20:10 +0100: Memory Usage (478204K) : norcx_tm1tm2 has 0 polygons
2026-03-28 23:20:10 +0100: Memory Usage (478204K) : norcx_m1sub has 0 polygons
2026-03-28 23:20:10 +0100: Memory Usage (478204K) : norcx_m2sub has 0 polygons
2026-03-28 23:20:10 +0100: Memory Usage (478204K) : norcx_m3sub has 0 polygons
2026-03-28 23:20:10 +0100: Memory Usage (478204K) : norcx_m4sub has 0 polygons
2026-03-28 23:20:10 +0100: Memory Usage (478204K) : norcx_m5sub has 0 polygons
2026-03-28 23:20:10 +0100: Memory Usage (478204K) : norcx_tm1sub has 0 polygons
2026-03-28 23:20:10 +0100: Memory Usage (478204K) : norcx_tm2sub has 0 polygons
2026-03-28 23:20:10 +0100: Memory Usage (478204K) : snsbotvia_drw has 0 polygons
2026-03-28 23:20:10 +0100: Memory Usage (478204K) : snstopvia_drw has 0 polygons
2026-03-28 23:20:10 +0100: Memory Usage (478204K) : deepvia_drw has 0 polygons
2026-03-28 23:20:10 +0100: Memory Usage (478204K) : fgetch_drw has 0 polygons
2026-03-28 23:20:10 +0100: Memory Usage (478204K) : ctrgat_drw has 0 polygons
2026-03-28 23:20:10 +0100: Memory Usage (478204K) : fgimp_drw has 0 polygons
2026-03-28 23:20:10 +0100: Memory Usage (478204K) : emwihv_drw has 0 polygons
2026-03-28 23:20:10 +0100: Memory Usage (478204K) : lbe_drw has 0 polygons
2026-03-28 23:20:10 +0100: Memory Usage (478204K) : alcustop_drw has 0 polygons
2026-03-28 23:20:10 +0100: Memory Usage (478204K) : nometfiller_drw has 1 polygons
2026-03-28 23:20:10 +0100: Memory Usage (478204K) : prboundary_drw has 0 polygons
2026-03-28 23:20:10 +0100: Memory Usage (478204K) : exchange0_drw has 0 polygons
